V 1468
n 12.0210 43.5550
n 12.1850 45.3010
n 9.9600 44.0180
n 38.9340 -20.8050
n 40.5440 -19.8920
n 12.1660 -48.6680
n 13.4150 -47.6290
n 13.8630 -46.0590
n -15.4720 -34.3620
n 43.7870 -17.2010
n 44.0730 -15.3180
n 29.5600 -21.5530
n 26.3890 15.8580
n 25.8200 18.0300
n 13.4430 46.5550
n 13.8190 43.9050
n 15.0940 44.8670
n 14.7460 46.1710
n 42.9670 -19.4640
n 42.3750 -20.6700
n 4.6000 -49.1560
n 5.8310 -49.1150
n 7.4230 50.6050
n 32.0040 12.9900
n -6.5810 -37.2200
n -8.6790 -37.0580
n 39.2040 -23.3840
n 7.4640 -48.8460
n 9.1540 -50.4710
n 28.7090 -34.2710
n 27.1210 -34.3650
n 10.0270 50.1660
n 8.8750 50.7670
n 40.5010 -22.9970
n 25.4000 28.5690
n 0.9940 -49.0270
n -0.3060 -47.3430
n 35.4250 12.8820
n 36.9150 11.1110
n 4.7010 51.6500
n 6.2280 51.7300
n 33.7390 -23.8950
n 35.4510 -23.5410
n 14.8100 -49.1540
n 15.8050 -47.5240
n 15.6610 -45.7670
n 2.0090 51.3950
n -26.5060 -5.0130
n -27.9560 -5.6410
n -22.7030 19.0230
n -21.2090 18.6820
n -22.0240 20.9820
n 16.6180 38.7650
n 17.8100 41.6670
n 16.0940 42.2110
n 12.0950 -50.3120
n -24.5580 4.5550
n -25.0840 2.0460
n 35.5460 3.5430
n 35.9180 5.2760
n 35.7250 1.1160
n 37.0690 1.0000
n 37.5250 2.8840
n 36.5570 -25.5460
n 13.4290 33.1080
n -15.8700 -36.9520
n -12.8320 -35.6740
n 18.2920 38.1560
n 19.3380 39.8230
n 34.4310 14.7790
n 37.2900 13.6370
n 36.7860 15.2640
n -28.9230 -26.7450
n -27.8140 -28.2550
n 20.4400 -33.0690
n 12.6550 48.9810
n 15.0030 47.8220
n 13.8690 49.2560
n -14.8990 28.1050
n -16.5280 26.5630
n 33.1980 -25.6010
n 14.0730 -50.8420
n 33.5420 -0.6950
n 35.3030 -1.0800
n -8.3370 41.4990
n -8.8720 40.0790
n -7.6740 39.2150
n -23.9660 8.5910
n -25.5010 6.6390
n 45.3740 -17.4400
n 45.9600 -15.1970
n -20.9320 -33.8340
n -18.4310 -33.9520
n -7.5110 37.5740
n -5.7940 37.5100
n 35.3950 -26.9820
n 45.1860 -19.4860
n 25.5730 22.0420
n -8.6710 36.5330
n -8.3870 35.0490
n -5.7530 34.9140
n 21.5570 31.8420
n 17.7320 -48.0740
n 18.6800 -45.6070
n 16.9440 -45.4800
n 46.2470 -12.8970
n 27.2300 14.9920
n 29.8350 14.1550
n 29.8590 15.7180
n -7.8350 44.3780
n -7.0850 46.3630
n 15.8250 44.3090
n 17.9790 44.2140
n 43.6700 -22.0160
n 43.0660 -23.8270
n -5.7140 -38.3230
n 32.5190 -1.6890
n 27.9500 26.9830
n 26.6770 28.5630
n 3.3860 -50.2980
n 45.5620 -21.5470
n -5.6450 32.8520
n -8.6290 32.1630
n -7.7730 31.1830
n 30.7060 -32.5180
n 42.6280 -9.3660
n 42.9510 -7.8410
n 21.5930 -34.7600
n 31.5840 -30.1380
n 33.7830 -29.5190
n -26.9840 1.1020
n -26.7290 4.0640
n -27.4400 2.9080
n 43.4110 -10.8150
n 17.3410 -43.0120
n 18.8440 -43.4670
n 20.4400 -41.8910
n 19.0150 -40.2500
n -9.0330 42.7600
n 46.9240 -11.9390
n 45.5640 -10.4530
n -29.4930 -11.7910
n 17.2850 -49.8870
n -9.3080 26.3490
n 20.4510 -36.7270
n 47.8900 -19.4160
n 8.7970 -52.1230
n 11.4250 -52.7400
n 47.5020 -17.4320
n 48.3570 -15.5840
n -4.8340 47.7350
n -6.2170 47.4520
n 20.5820 -45.3980
n 21.3110 -43.2680
n 27.8330 23.5400
n 29.3730 25.2250
n 45.9480 -8.7000
n 20.2920 -38.9170
n -4.1030 35.5830
n -2.4070 48.4360
n -4.1660 48.9370
n -3.4990 37.2250
n 32.9910 -4.1820
n -27.0610 -0.4010
n 32.7460 15.0790
n -2.5370 51.8070
n -4.4750 50.4610
n -1.7120 50.1940
n -23.7530 15.2810
n -23.9250 14.1410
n -23.3860 12.8960
n 22.0970 -39.6800
n 22.0070 -37.2020
n 50.0220 -13.6770
n -18.2350 -35.6820
n -20.1670 -36.6980
n 41.5860 -5.0790
n 20.0060 34.1200
n 45.1280 -23.7920
n 46.1670 -22.7500
n 4.2090 -52.3530
n 6.1350 -51.5930
n 36.5140 -4.6460
n -23.4200 17.0450
n 12.6310 -53.2280
n 6.8460 53.1470
n 9.5790 53.5250
n 42.7870 -25.2440
n 39.8630 -25.6180
n 41.4000 -26.6880
n -23.4820 -32.2030
n 20.6770 -48.4820
n -10.4420 42.9690
n -10.8600 41.6890
n 34.9810 -4.4990
n -24.8830 -23.0100
n -13.5840 -38.5060
n -12.4510 -37.5280
n -27.1130 6.7730
n -27.4580 5.1600
n -10.4420 -35.9170
n -10.3420 44.5480
n -16.0200 29.8150
n -13.6630 30.2470
n 49.6050 -18.1950
n 50.5860 -16.8480
n 15.6910 -52.3570
n 17.0880 -52.0460
n 3.8180 53.7240
n 5.8710 54.6300
n 44.4480 -6.5560
n 46.5960 -6.6650
n -29.1270 3.2400
n -29.7720 1.1610
n 47.9330 -10.7620
n 47.7770 -8.8960
n 25.8740 -36.3500
n 44.0270 -5.0850
n -26.7300 -21.4660
n 23.1560 -36.7000
n 24.6730 -38.2280
n 37.7730 5.8920
n 36.8630 8.3750
n -27.7240 -23.9390
n -29.6710 -25.2180
n 49.9950 -10.8490
n -6.0400 29.3470
n 19.4380 -50.1840
n 27.4770 29.9680
n 29.5390 28.3560
n 29.3060 29.7250
n -10.3520 34.6240
n -10.2850 32.6270
n 47.4960 -23.3900
n 48.9800 -23.6370
n 48.6980 -20.9520
n -30.2580 3.9130
n -31.3800 3.3930
n -31.3130 1.7340
n 8.4930 -53.7690
n 9.5010 -54.7990
n 38.3670 12.6510
n -24.5260 19.4910
n -25.3300 18.3570
n 45.4940 -25.2630
n 44.4430 -26.1940
n -10.1880 29.3100
n 29.6720 -35.2620
n 32.1740 -34.9760
n 31.8530 -32.6020
n 46.2130 -4.1470
n 27.7280 -37.2810
n 35.1170 -32.7280
n 33.7940 -31.9640
n 34.5230 -34.2930
n 34.0920 -30.1990
n 36.3590 -31.8610
n 36.0510 -30.4370
n 29.4930 -38.3550
n 30.4120 -37.5180
n 33.9470 -36.9690
n 35.5740 -35.4470
n 26.4040 -39.1180
n 39.2980 7.6480
n 38.4670 9.1100
n 32.1850 17.7850
n -25.9170 8.9520
n -27.4230 8.5430
n -30.9550 -8.8670
n -31.2960 -10.6130
n 21.4450 34.6810
n 23.1710 32.7460
n 22.6820 34.5010
n 29.5650 22.5010
n 31.2240 23.8160
n 26.6430 19.7360
n 37.6460 -2.2100
n 38.5780 -0.1110
n 13.1140 35.3310
n -8.7430 -38.9330
n -7.4420 -39.8090
n -11.3490 30.9360
n -8.5690 29.5160
n -24.0020 -33.7930
n -22.7300 -34.7720
n -16.1560 -38.8110
n -14.4690 -39.8240
n -17.5030 27.6430
n -19.4400 27.1750
n -19.4830 25.3330
n -17.8890 24.9440
n 14.7560 -53.7980
n 4.6660 -53.9130
n 6.1840 -53.5460
n 23.1150 -47.3380
n 22.4360 -45.4190
n 18.7200 -52.3510
n 19.7390 -51.7820
n 11.1930 -55.7920
n 12.3500 -55.3290
n 1.2730 -51.9610
n -2.7760 -49.5390
n -1.4130 -51.1740
n -2.7420 -46.0570
n -3.5380 -47.3070
n -0.4010 -52.2510
n 51.5450 -15.8200
n 46.7870 -25.2820
n 49.0180 -7.9050
n 48.6440 -6.4800
n 50.2640 -20.7060
n 51.3670 -19.3010
n 50.4830 -8.6190
n 52.8750 -12.6190
n 52.1620 -10.4870
n 52.3430 -18.2400
n 38.6250 -27.4300
n 40.0990 -28.4230
n 39.2500 -2.9580
n 47.6050 -26.4720
n 45.9490 -27.5840
n 53.4210 -15.6190
n 53.5130 -14.1520
n 51.8490 -9.0200
n 41.9730 -3.1410
n 41.5250 -1.9440
n 53.6630 -17.4470
n 45.9490 -3.0100
n 44.6800 -2.6010
n 43.6830 -3.6890
n 48.5020 -4.3840
n 49.2670 -25.3750
n 40.0280 5.2390
n 40.3770 7.1740
n -26.5660 -3.3100
n -9.7600 37.2230
n -11.8940 36.0970
n 11.5240 51.5270
n 11.5800 52.8320
n -9.9940 38.8580
n -11.6350 38.8990
n -12.0900 37.4650
n -3.3030 53.5270
n -4.8520 52.8430
n 1.7350 52.7130
n 2.6970 55.8850
n 1.1760 54.6550
n 8.8260 55.0410
n 6.9620 55.1550
n 4.2440 56.3340
n -6.7650 51.9330
n -6.7940 50.0050
n -8.7340 52.0330
n -9.4080 50.9460
n -8.8710 49.4660
E 2520
e 0 3 Arterial -0.0550,-1.8530 -0.3900,-1.4600 -0.7520,-1.0960 -1.1420,-0.7610 -1.5580,-0.4550
e 0 4 Arterial -0.0550,-1.8530 0.0660,-2.2560 0.2330,-2.6360 0.4470,-2.9910 0.7070,-3.3220
e 0 6 Street -0.0550,-1.8530 -0.5800,-1.9800 -1.0740,-2.1720 -1.5370,-2.4300 -1.9690,-2.7540
e 1 5 Lane 1.7150,-0.8560 1.7770,-1.2300 1.8310,-1.6050 1.8770,-1.9820 1.9140,-2.3590
e 1 13 Lane 1.7150,-0.8560 2.2340,-0.8400 2.7470,-0.8730 3.2550,-0.9540 3.7580,-1.0840
e 1 15 Lane 1.7150,-0.8560 1.8130,-0.5060 1.9200,-0.1590 2.0370,0.1850 2.1630,0.5260
e 2 3 Lane 0.1020,-0.1220 -0.3160,-0.1910 -0.7320,-0.2690 -1.1460,-0.3570 -1.5580,-0.4550
e 2 16 Lane 0.1020,-0.1220 0.2570,0.2210 0.4180,0.5610 0.5840,0.8990 0.7560,1.2340
e 2 45 Lane 0.1020,-0.1220 -0.0800,0.1500 -0.2500,0.4280 -0.4070,0.7140 -0.5530,1.0070
e 3 6 Arterial -1.5580,-0.4550 -1.7730,-1.0100 -1.9130,-1.5780 -1.9790,-2.1590 -1.9690,-2.7540
e 3 22 Lane -1.5580,-0.4550 -1.9480,-0.6180 -2.3200,-0.8110 -2.6770,-1.0330 -3.0160,-1.2850
e 3 23 Lane -1.5580,-0.4550 -1.9350,-0.2240 -2.3240,-0.0170 -2.7260,0.1660 -3.1390,0.3240
e 3 44 Arterial -1.5580,-0.4550 -1.6310,0.0910 -1.7080,0.6360 -1.7880,1.1810 -1.8720,1.7250
e 4 5 Lane 0.7070,-3.3220 1.0350,-3.1150 1.3460,-2.8850 1.6390,-2.6330 1.9140,-2.3590
e 4 8 Arterial 0.7070,-3.3220 1.0650,-3.5680 1.4210,-3.8160 1.7770,-4.0650 2.1310,-4.3160
e 4 19 Lane 0.7070,-3.3220 0.2490,-3.3410 -0.1940,-3.4190 -0.6230,-3.5560 -1.0370,-3.7530
e 5 7 Lane 1.9140,-2.3590 2.2570,-2.4970 2.5950,-2.6470 2.9260,-2.8100 3.2520,-2.9850
e 6 22 Lane -1.9690,-2.7540 -2.1860,-2.3550 -2.4330,-1.9770 -2.7100,-1.6210 -3.0160,-1.2850
e 6 29 Street -1.9690,-2.7540 -2.4730,-2.6580 -2.9800,-2.6060 -3.4890,-2.5970 -4.0010,-2.6330
e 6 61 Arterial -1.9690,-2.7540 -2.3150,-3.3420 -2.5650,-3.9600 -2.7210,-4.6080 -2.7820,-5.2870
e 7 8 Street 3.2520,-2.9850 2.9950,-3.3370 2.7220,-3.6760 2.4340,-4.0030 2.1310,-4.3160
e 7 9 Street 3.2520,-2.9850 3.6410,-2.9100 4.0300,-2.8340 4.4180,-2.7580 4.8070,-2.6820
e 7 10 Arterial 3.2520,-2.9850 3.3000,-3.4800 3.3320,-3.9760 3.3490,-4.4730 3.3490,-4.9710
e 7 13 Arterial 3.2520,-2.9850 3.3540,-2.5030 3.4720,-2.0260 3.6070,-1.5530 3.7580,-1.0840
e 8 10 Street 2.1310,-4.3160 2.4610,-4.4330 2.7740,-4.5810 3.0700,-4.7600 3.3490,-4.9710
e 8 60 Street 2.1310,-4.3160 1.9480,-4.7140 1.7190,-5.0800 1.4470,-5.4150 1.1290,-5.7170
e 9 11 Lane 4.8070,-2.6820 5.0650,-2.9080 5.3430,-3.1020 5.6400,-3.2660 5.9560,-3.3980
e 9 12 Lane 4.8070,-2.6820 4.8180,-3.2040 4.8710,-3.7200 4.9650,-4.2310 5.1000,-4.7350
e 9 13 Lane 4.8070,-2.6820 4.5620,-2.2710 4.3060,-1.8680 4.0380,-1.4720 3.7580,-1.0840
e 9 14 Street 4.8070,-2.6820 5.3800,-2.5520 5.9270,-2.3620 6.4490,-2.1090 6.9460,-1.7960
e 10 12 Lane 3.3490,-4.9710 3.7860,-4.9090 4.2240,-4.8490 4.6620,-4.7910 5.1000,-4.7350
e 10 41 Street 3.3490,-4.9710 3.7280,-5.2860 4.0930,-5.6160 4.4450,-5.9600 4.7830,-6.3190
e 10 77 Arterial 3.3490,-4.9710 3.0710,-5.6000 2.7330,-6.1900 2.3360,-6.7420 1.8790,-7.2550
e 11 12 Lane 5.9560,-3.3980 5.7060,-3.7090 5.4800,-4.0360 5.2780,-4.3780 5.1000,-4.7350
e 11 14 Lane 5.9560,-3.3980 6.2830,-3.0470 6.5570,-2.6630 6.7780,-2.2460 6.9460,-1.7960
e 11 21 Lane 5.9560,-3.3980 6.3320,-3.5570 6.7180,-3.6760 7.1140,-3.7540 7.5200,-3.7920
e 12 20 Lane 5.1000,-4.7350 5.4900,-4.9680 5.8790,-5.2010 6.2690,-5.4340 6.6580,-5.6680
e 12 41 Lane 5.1000,-4.7350 5.0360,-5.1340 4.9620,-5.5310 4.8770,-5.9260 4.7830,-6.3190
e 13 17 Street 3.7580,-1.0840 4.0480,-0.7930 4.3300,-0.4940 4.6030,-0.1880 4.8680,0.1270
e 13 30 Street 3.7580,-1.0840 3.7040,-0.5810 3.6520,-0.0780 3.6010,0.4250 3.5530,0.9280
e 14 18 Street 6.9460,-1.7960 6.7750,-1.3830 6.5790,-0.9820 6.3580,-0.5950 6.1130,-0.2200
e 14 21 Street 6.9460,-1.7960 7.0380,-2.3100 7.1650,-2.8140 7.3250,-3.3080 7.5200,-3.7920
e 14 36 Street 6.9460,-1.7960 7.4190,-1.9280 7.8950,-2.0530 8.3710,-2.1710 8.8500,-2.2820
e 14 92 Lane 6.9460,-1.7960 7.3040,-1.5180 7.6610,-1.2390 8.0170,-0.9580 8.3720,-0.6760
e 15 16 Lane 2.1630,0.5260 1.7880,0.6570 1.4290,0.8190 1.0850,1.0110 0.7560,1.2340
e 15 33 Lane 2.1630,0.5260 2.1180,0.9120 2.1160,1.2950 2.1570,1.6770 2.2410,2.0560
e 16 33 Street 0.7560,1.2340 1.0930,1.5020 1.4530,1.7280 1.8350,1.9130 2.2410,2.0560
e 16 43 Street 0.7560,1.2340 0.4130,1.6850 0.1170,2.1620 -0.1330,2.6640 -0.3360,3.1930
e 16 45 Lane 0.7560,1.2340 0.4330,1.1520 0.1070,1.0870 -0.2210,1.0390 -0.5530,1.0070
e 17 18 Lane 4.8680,0.1270 5.1730,0.0190 5.4830,-0.0750 5.7960,-0.1540 6.1130,-0.2200
e 17 30 Lane 4.8680,0.1270 4.5360,0.3220 4.2060,0.5200 3.8780,0.7220 3.5530,0.9280
e 17 31 Street 4.8680,0.1270 4.8440,0.6210 4.7990,1.1120 4.7340,1.6010 4.6490,2.0880
e 18 32 Street 6.1130,-0.2200 6.2020,0.2290 6.2880,0.6790 6.3690,1.1290 6.4460,1.5800
e 18 120 Lane 6.1130,-0.2200 6.5610,0.0100 7.0150,0.2270 7.4750,0.4320 7.9400,0.6250
e 19 25 Lane -1.0370,-3.7530 -0.9300,-4.0360 -0.8020,-4.3070 -0.6530,-4.5680 -0.4830,-4.8180
e 20 21 Arterial 6.6580,-5.6680 6.9230,-5.2220 7.1550,-4.7600 7.3540,-4.2840 7.5200,-3.7920
e 20 27 Lane 6.6580,-5.6680 7.0000,-5.7130 7.3420,-5.7320 7.6850,-5.7250 8.0280,-5.6910
e 20 41 Arterial 6.6580,-5.6680 6.1990,-5.8580 5.7330,-6.0300 5.2610,-6.1840 4.7830,-6.3190
e 20 136 Lane 6.6580,-5.6680 6.6990,-6.1950 6.7430,-6.7220 6.7920,-7.2490 6.8440,-7.7750
e 21 26 Street 7.5200,-3.7920 7.8980,-4.0610 8.2920,-4.3020 8.7020,-4.5150 9.1280,-4.6990
e 21 36 Arterial 7.5200,-3.7920 7.8410,-3.4050 8.1700,-3.0240 8.5060,-2.6500 8.8500,-2.2820
e 22 24 Lane -3.0160,-1.2850 -3.2690,-1.0720 -3.5270,-0.8660 -3.7900,-0.6660 -4.0580,-0.4730
e 22 29 Lane -3.0160,-1.2850 -3.2780,-1.6110 -3.5290,-1.9440 -3.7700,-2.2850 -4.0010,-2.6330
e 23 24 Lane -3.1390,0.3240 -3.3840,0.1430 -3.6190,-0.0510 -3.8440,-0.2560 -4.0580,-0.4730
e 23 52 Lane -3.1390,0.3240 -3.2400,0.5960 -3.3590,0.8590 -3.4950,1.1140 -3.6480,1.3600
e 24 28 Lane -4.0580,-0.4730 -4.5130,-0.6500 -4.9520,-0.8580 -5.3760,-1.0950 -5.7850,-1.3620
e 24 42 Lane -4.0580,-0.4730 -4.3800,-0.2100 -4.7160,0.0340 -5.0650,0.2580 -5.4270,0.4620
e 25 60 Street -0.4830,-4.8180 -0.0690,-5.0220 0.3380,-5.2400 0.7370,-5.4720 1.1290,-5.7170
e 25 61 Street -0.4830,-4.8180 -1.0740,-4.8550 -1.6540,-4.9450 -2.2240,-5.0890 -2.7820,-5.2870
e 25 62 Lane -0.4830,-4.8180 -0.5220,-5.2060 -0.5640,-5.5930 -0.6100,-5.9800 -0.6600,-6.3670
e 26 27 Lane 9.1280,-4.6990 8.8280,-4.9190 8.5450,-5.1580 8.2780,-5.4150 8.0280,-5.6910
e 26 35 Lane 9.1280,-4.6990 9.2670,-4.3600 9.4140,-4.0250 9.5690,-3.6940 9.7330,-3.3670
e 26 39 Street 9.1280,-4.6990 9.4080,-5.1730 9.6640,-5.6590 9.8950,-6.1580 10.1020,-6.6680
e 26 40 Lane 9.1280,-4.6990 9.6030,-4.7690 10.0760,-4.8500 10.5470,-4.9430 11.0150,-5.0480
e 27 50 Lane 8.0280,-5.6910 8.1850,-6.0770 8.3510,-6.4590 8.5240,-6.8370 8.7050,-7.2120
e 28 29 Street -5.7850,-1.3620 -5.3580,-1.7070 -4.9190,-2.0340 -4.4660,-2.3430 -4.0010,-2.6330
e 28 34 Street -5.7850,-1.3620 -5.7650,-1.8190 -5.7040,-2.2690 -5.6030,-2.7110 -5.4600,-3.1460
e 28 42 Lane -5.7850,-1.3620 -5.6460,-0.9160 -5.5390,-0.4630 -5.4670,-0.0040 -5.4270,0.4620
e 28 57 Arterial -5.7850,-1.3620 -6.3340,-1.2250 -6.8870,-1.1110 -7.4440,-1.0210 -8.0060,-0.9540
e 28 88 Lane -5.7850,-1.3620 -6.1690,-1.5020 -6.5420,-1.6630 -6.9060,-1.8460 -7.2600,-2.0500
e 29 34 Lane -4.0010,-2.6330 -4.3750,-2.7340 -4.7430,-2.8530 -5.1050,-2.9900 -5.4600,-3.1460
e 29 110 Lane -4.0010,-2.6330 -4.0320,-3.0590 -4.0300,-3.4840 -3.9940,-3.9070 -3.9250,-4.3290
e 30 31 Street 3.5530,0.9280 3.8070,1.2370 4.0740,1.5330 4.3550,1.8170 4.6490,2.0880
e 30 33 Street 3.5530,0.9280 3.1720,1.1490 2.8270,1.4100 2.5160,1.7130 2.2410,2.0560
e 31 32 Street 4.6490,2.0880 5.0810,1.9010 5.5250,1.7540 5.9800,1.6470 6.4460,1.5800
e 31 66 Arterial 4.6490,2.0880 4.4750,2.4770 4.3170,2.8710 4.1740,3.2720 4.0460,3.6780
e 31 87 Arterial 4.6490,2.0880 5.0820,2.3650 5.4800,2.6820 5.8410,3.0400 6.1660,3.4380
e 32 87 Street 6.4460,1.5800 6.4360,2.0540 6.3860,2.5210 6.2960,2.9830 6.1660,3.4380
e 32 111 Lane 6.4460,1.5800 6.9110,1.8210 7.3800,2.0530 7.8540,2.2750 8.3330,2.4880
e 32 120 Street 6.4460,1.5800 6.8340,1.3650 7.2130,1.1340 7.5810,0.8870 7.9400,0.6250
e 33 48 Lane 2.2410,2.0560 1.9560,2.2850 1.6870,2.5300 1.4320,2.7900 1.1920,3.0660
e 33 49 Lane 2.2410,2.0560 2.3770,2.3490 2.5420,2.6230 2.7360,2.8760 2.9600,3.1100
e 34 68 Lane -5.4600,-3.1460 -5.9070,-3.1610 -6.3530,-3.1900 -6.7970,-3.2320 -7.2410,-3.2870
e 34 70 Lane -5.4600,-3.1460 -5.6090,-3.5840 -5.7490,-4.0240 -5.8790,-4.4680 -6.0000,-4.9140
e 34 110 Street -5.4600,-3.1460 -5.0930,-3.4640 -4.7150,-3.7670 -4.3260,-4.0550 -3.9250,-4.3290
e 35 36 Lane 9.7330,-3.3670 9.4820,-3.1210 9.2510,-2.8580 9.0400,-2.5780 8.8500,-2.2820
e 35 37 Lane 9.7330,-3.3670 10.0660,-3.2300 10.4050,-3.1110 10.7500,-3.0120 11.1010,-2.9310
e 36 38 Arterial 8.8500,-2.2820 9.3430,-1.9010 9.8750,-1.6020 10.4450,-1.3850 11.0540,-1.2510
e 37 38 Street 11.1010,-2.9310 10.9950,-2.5140 10.9520,-2.0950 10.9720,-1.6740 11.0540,-1.2510
e 37 40 Street 11.1010,-2.9310 11.0800,-3.4600 11.0580,-3.9900 11.0370,-4.5190 11.0150,-5.0480
e 37 55 Lane 11.1010,-2.9310 11.6970,-3.0580 12.2770,-3.2300 12.8430,-3.4450 13.3940,-3.7050
e 38 58 Arterial 11.0540,-1.2510 11.6980,-1.3830 12.3140,-1.5860 12.9020,-1.8600 13.4620,-2.2050
e 38 93 Arterial 11.0540,-1.2510 11.6580,-0.9330 12.2750,-0.6470 12.9070,-0.3930 13.5520,-0.1710
e 38 162 Street 11.0540,-1.2510 10.6510,-0.9160 10.3010,-0.5380 10.0060,-0.1170 9.7640,0.3480
e 38 211 Street 11.0540,-1.2510 11.3730,-0.6360 11.6800,-0.0160 11.9730,0.6110 12.2540,1.2440
e 39 40 Street 10.1020,-6.6680 10.2840,-6.2370 10.4970,-5.8230 10.7400,-5.4270 11.0150,-5.0480
e 39 46 Lane 10.1020,-6.6680 10.5010,-6.5910 10.9010,-6.5600 11.3020,-6.5750 11.7040,-6.6360
e 39 50 Lane 10.1020,-6.6680 9.7710,-6.8500 9.4280,-7.0020 9.0720,-7.1220 8.7050,-7.2120
e 39 64 Arterial 10.1020,-6.6680 10.3430,-7.2320 10.5400,-7.8100 10.6920,-8.4010 10.8010,-9.0050
e 40 46 Lane 11.0150,-5.0480 11.2370,-5.4240 11.4250,-5.8130 11.5810,-6.2180 11.7040,-6.6360
e 40 54 Lane 11.0150,-5.0480 11.4890,-5.0990 11.9570,-5.1830 12.4170,-5.2980 12.8710,-5.4450
e 41 96 Arterial 4.7830,-6.3190 4.6550,-6.6330 4.5020,-6.9320 4.3240,-7.2180 4.1210,-7.4890
e 41 99 Street 4.7830,-6.3190 5.0050,-6.7700 5.1800,-7.2370 5.3080,-7.7180 5.3880,-8.2150
e 42 52 Street -5.4270,0.4620 -4.9490,0.6210 -4.4930,0.8240 -4.0600,1.0700 -3.6480,1.3600
e 42 56 Street -5.4270,0.4620 -5.7810,0.4880 -6.1300,0.4720 -6.4740,0.4120 -6.8140,0.3100
e 43 44 Arterial -0.3360,3.1930 -0.7000,2.8060 -1.0780,2.4320 -1.4680,2.0720 -1.8720,1.7250
e 43 48 Street -0.3360,3.1930 0.0470,3.1790 0.4300,3.1530 0.8110,3.1150 1.1920,3.0660
e 43 65 Lane -0.3360,3.1930 -0.1970,3.5040 -0.0500,3.8110 0.1030,4.1150 0.2640,4.4150
e 43 79 Arterial -0.3360,3.1930 -0.7380,3.6060 -1.1250,4.0320 -1.4980,4.4710 -1.8560,4.9230
e 43 89 Lane -0.3360,3.1930 -0.6740,3.1870 -1.0120,3.1940 -1.3490,3.2120 -1.6860,3.2420
e 44 52 Street -1.8720,1.7250 -2.3270,1.6870 -2.7750,1.6140 -3.2150,1.5050 -3.6480,1.3600
e 44 72 Arterial -1.8720,1.7250 -2.1070,2.2040 -2.3450,2.6810 -2.5860,3.1570 -2.8300,3.6310
e 44 89 Lane -1.8720,1.7250 -1.8410,2.1060 -1.8000,2.4860 -1.7480,2.8650 -1.6860,3.2420
e 46 54 Lane 11.7040,-6.6360 11.9340,-6.2770 12.2050,-5.9590 12.5170,-5.6820 12.8710,-5.4450
e 46 63 Lane 11.7040,-6.6360 11.8810,-6.9200 12.0430,-7.2110 12.1900,-7.5100 12.3230,-7.8170
e 47 48 Street 1.6990,4.2810 1.5800,3.9740 1.4550,3.6690 1.3260,3.3670 1.1920,3.0660
e 47 49 Lane 1.6990,4.2810 2.0210,3.9950 2.3380,3.7050 2.6510,3.4100 2.9600,3.1100
e 47 67 Street 1.6990,4.2810 2.1670,4.5040 2.6400,4.7140 3.1200,4.9100 3.6050,5.0930
e 47 81 Lane 1.6990,4.2810 1.7450,4.7710 1.8490,5.2450 2.0090,5.7030 2.2270,6.1450
e 49 66 Lane 2.9600,3.1100 3.2280,3.2580 3.4990,3.4020 3.7710,3.5420 4.0460,3.6780
e 50 64 Lane 8.7050,-7.2120 9.2930,-7.5860 9.8380,-8.0090 10.3410,-8.4820 10.8010,-9.0050
e 50 136 Lane 8.7050,-7.2120 8.2460,-7.3730 7.7830,-7.5200 7.3150,-7.6540 6.8440,-7.7750
e 50 161 Lane 8.7050,-7.2120 8.5790,-7.6180 8.4140,-8.0060 8.2110,-8.3740 7.9680,-8.7230
e 51 53 Lane -5.6940,2.1010 -5.3320,2.2060 -4.9880,2.3470 -4.6600,2.5230 -4.3490,2.7360
e 51 59 Lane -5.6940,2.1010 -6.2480,2.0660 -6.7880,1.9730 -7.3150,1.8210 -7.8290,1.6120
e 51 121 Lane -5.6940,2.1010 -5.7290,2.7800 -5.7830,3.4570 -5.8560,4.1320 -5.9490,4.8060
e 52 53 Lane -3.6480,1.3600 -3.7510,1.7410 -3.9020,2.0970 -4.1010,2.4290 -4.3490,2.7360
e 53 72 Lane -4.3490,2.7360 -3.9530,2.9330 -3.5680,3.1470 -3.1940,3.3800 -2.8300,3.6310
e 53 122 Lane -4.3490,2.7360 -4.3930,3.1610 -4.4750,3.5770 -4.5960,3.9840 -4.7540,4.3810
e 54 55 Lane 12.8710,-5.4450 12.9300,-4.9880 13.0370,-4.5460 13.1910,-4.1180 13.3940,-3.7050
e 54 71 Lane 12.8710,-5.4450 13.2500,-5.1890 13.6530,-4.9960 14.0800,-4.8650 14.5320,-4.7960
e 54 73 Street 12.8710,-5.4450 13.1890,-5.8930 13.4420,-6.3710 13.6290,-6.8780 13.7510,-7.4140
e 55 58 Lane 13.3940,-3.7050 13.3490,-3.3270 13.3450,-2.9510 13.3830,-2.5770 13.4620,-2.2050
e 55 71 Lane 13.3940,-3.7050 13.7190,-3.9360 14.0160,-4.1950 14.2880,-4.4810 14.5320,-4.7960
e 55 80 Lane 13.3940,-3.7050 13.8570,-3.4070 14.3340,-3.1330 14.8230,-2.8830 15.3260,-2.6580
e 56 57 Arterial -6.8140,0.3100 -7.1430,0.0230 -7.4510,-0.2840 -7.7390,-0.6090 -8.0060,-0.9540
e 56 59 Street -6.8140,0.3100 -7.0280,0.6660 -7.2690,1.0020 -7.5360,1.3170 -7.8290,1.6120
